Timestamp (24hr),Timestamp (Epoch UTC),Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Tag8,Tag9,Tag10
2025-09-02 00:12:04,1756752124,40.09,58.83,45.46,57.26,19.26,20.12,86.05,10.64,81.29,98.43
2025-09-02 00:12:05,1756752125,34.74,42.66,43.61,20.62,25.21,68.73,85.96,94.39,79.69,17.82
2025-09-02 00:12:06,1756752126,89.8,98.62,92.45,87.0,74.22,80.06,40.24,93.05,60.07,53.33
2025-09-02 00:12:07,1756752127,12.3,96.22,69.55,28.01,89.33,34.93,77.14,58.52,94.79,82.02
2025-09-02 00:12:08,1756752128,42.19,95.8,83.06,85.03,30.48,92.43,65.65,54.03,52.07,64.63
2025-09-02 00:12:09,1756752129,46.65,98.83,81.27,84.63,33.21,82.73,48.26,32.71,20.45,88.1
2025-09-02 00:12:10,1756752130,15.61,19.18,74.86,88.05,80.47,87.34,92.18,88.48,41.92,88.83
2025-09-02 00:12:11,1756752131,72.21,66.14,96.01,92.74,90.88,19.45,89.84,45.32,79.99,95.54
2025-09-02 00:12:12,1756752132,74.07,17.25,38.56,75.83,28.86,43.89,36.06,42.11,45.16,12.54
2025-09-02 00:12:13,1756752133,23.39,52.82,79.17,40.46,39.53,27.78,93.58,32.8,43.59,87.23
2025-09-02 00:12:14,1756752134,84.91,83.8,90.84,44.57,98.71,22.95,68.8,50.49,22.67,46.84
2025-09-02 00:12:15,1756752135,29.64,77.09,58.09,53.27,68.27,18.21,58.68,50.32,81.98,49.29
2025-09-02 00:12:16,1756752136,86.09,99.84,34.07,80.4,38.19,63.31,95.59,38.22,55.78,83.32
2025-09-02 00:12:17,1756752137,80.99,88.07,87.79,56.97,36.86,36.64,86.89,84.82,72.66,55.26
2025-09-02 00:12:18,1756752138,81.6,87.39,66.9,17.25,33.83,94.8,99.85,52.05,10.12,63.36
2025-09-02 00:12:19,1756752139,55.24,34.94,78.71,85.55,37.69,35.0,68.15,78.73,88.99,60.02
2025-09-02 00:12:20,1756752140,10.63,90.49,42.34,32.02,14.6,94.1,70.45,92.63,39.06,62.39
2025-09-02 00:12:21,1756752141,86.51,94.41,44.22,77.68,94.26,61.23,69.03,91.71,87.67,53.97
2025-09-02 00:12:22,1756752142,82.61,88.01,59.54,37.07,17.97,69.36,29.48,64.44,96.89,94.15
2025-09-02 00:12:23,1756752143,69.58,45.27,57.26,57.33,66.6,20.52,94.95,41.22,12.19,72.02
2025-09-02 00:12:24,1756752144,14.26,84.02,22.48,78.61,25.08,17.05,74.61,16.44,10.87,49.11
2025-09-02 00:12:25,1756752145,65.58,89.2,82.37,26.86,47.32,18.95,76.26,30.2,59.88,38.93
2025-09-02 00:12:26,1756752146,19.21,94.82,65.54,59.78,79.4,62.03,43.97,82.82,38.54,73.49
2025-09-02 00:12:27,1756752147,79.45,42.04,40.63,34.98,29.95,32.88,93.56,74.42,50.15,42.49
2025-09-02 00:12:28,1756752148,19.44,61.43,66.43,80.58,73.31,30.62,82.52,20.79,88.71,12.07
2025-09-02 00:12:29,1756752149,88.14,43.0,61.69,62.59,84.04,35.06,83.94,72.3,49.81,42.64
2025-09-02 00:12:30,1756752150,34.14,63.6,99.27,30.29,57.87,37.68,37.39,31.22,20.88,86.11
2025-09-02 00:12:31,1756752151,10.46,21.51,92.06,30.12,78.25,22.83,96.68,34.49,80.77,42.67
2025-09-02 00:12:32,1756752152,91.5,71.95,71.01,40.47,73.38,51.89,26.37,41.6,68.82,14.58
2025-09-02 00:12:34,1756752154,63.74,80.04,23.45,36.35,69.02,47.01,90.16,94.82,69.31,12.19
2025-09-02 00:12:35,1756752155,23.21,81.95,55.23,17.82,99.3,33.23,29.23,97.97,64.47,10.69
2025-09-02 00:12:36,1756752156,86.77,71.52,31.08,75.84,60.72,44.54,65.02,91.02,47.35,47.65
2025-09-02 00:12:37,1756752157,35.0,74.26,52.79,88.28,45.31,77.89,64.21,79.24,72.4,30.52
2025-09-02 00:12:38,1756752158,34.59,89.96,76.99,91.55,91.04,35.78,84.07,56.88,74.99,19.39
2025-09-02 00:12:39,1756752159,67.64,26.29,19.41,73.43,95.98,58.65,23.16,65.42,28.28,59.07
2025-09-02 00:12:40,1756752160,85.52,46.87,82.16,35.98,53.58,16.05,30.38,49.37,77.92,14.18
2025-09-02 00:12:41,1756752161,99.54,89.89,54.84,85.48,69.94,28.79,46.96,30.55,93.97,38.66
2025-09-02 00:12:42,1756752162,95.76,82.54,58.68,38.55,91.17,25.74,74.09,61.88,69.43,79.65
2025-09-02 00:12:43,1756752163,10.27,32.88,20.15,79.41,32.87,23.28,11.96,12.92,45.41,88.58
2025-09-02 00:12:44,1756752164,35.55,95.04,91.25,84.28,97.2,41.76,45.75,36.88,92.05,47.1
2025-09-02 00:12:45,1756752165,78.36,19.3,84.1,41.8,57.99,45.19,50.74,76.15,24.51,28.53
2025-09-02 00:12:46,1756752166,80.25,89.76,98.37,93.92,89.08,15.98,93.1,59.71,52.25,83.74
2025-09-02 00:12:47,1756752167,42.19,47.48,38.32,29.02,33.69,63.41,98.2,64.04,56.31,34.94
2025-09-02 00:12:48,1756752168,97.98,92.04,24.83,23.5,58.54,61.7,56.33,12.0,32.53,74.58
2025-09-02 00:12:49,1756752169,90.42,33.55,91.77,51.73,87.24,90.51,75.95,64.76,40.27,24.99
2025-09-02 00:12:50,1756752170,72.56,37.64,56.87,34.11,62.76,96.16,34.79,15.57,65.19,85.18
2025-09-02 00:12:51,1756752171,11.9,32.36,47.8,45.36,50.76,12.66,81.68,67.04,23.18,39.86
2025-09-02 00:12:52,1756752172,88.54,72.99,34.74,72.18,54.06,23.49,20.43,89.29,64.19,15.98
2025-09-02 00:12:53,1756752173,78.41,34.03,80.19,85.39,82.14,24.09,67.21,37.9,31.81,80.5
2025-09-02 00:12:54,1756752174,67.48,86.18,37.19,28.07,34.72,52.76,30.19,84.49,39.5,80.26
2025-09-02 00:12:55,1756752175,23.93,87.51,74.98,93.59,30.51,64.54,41.18,50.44,90.68,24.54
2025-09-02 00:12:56,1756752176,24.08,41.23,30.04,35.53,40.65,59.92,90.19,86.19,90.03,87.73
2025-09-02 00:12:57,1756752177,87.35,21.58,19.74,45.58,89.79,95.68,71.78,10.91,95.06,97.71
2025-09-02 00:12:58,1756752178,48.74,75.23,26.07,74.14,48.35,91.14,45.49,82.09,84.03,83.55
2025-09-02 00:12:59,1756752179,76.66,93.36,51.51,85.69,96.19,29.59,14.59,78.45,67.81,88.99
2025-09-02 00:13:00,1756752180,74.54,65.19,84.82,31.29,63.5,88.52,13.94,96.54,54.09,51.46
2025-09-02 00:13:01,1756752181,76.1,27.27,52.44,63.98,37.51,51.25,28.46,39.14,47.19,95.82
2025-09-02 00:13:02,1756752182,54.26,58.96,80.04,22.32,37.25,86.38,57.74,26.7,25.21,43.87
2025-09-02 00:13:03,1756752183,17.15,26.41,95.2,78.8,29.43,46.77,47.57,20.01,37.59,34.29
2025-09-02 00:13:04,1756752184,17.97,56.73,17.05,76.93,39.21,54.22,71.63,61.98,67.04,97.37
2025-09-02 00:13:05,1756752185,75.39,96.82,63.33,46.94,49.31,56.49,42.42,27.84,53.66,28.09
2025-09-02 00:13:06,1756752186,67.79,62.99,69.33,80.11,98.86,68.5,64.82,12.59,87.8,47.31
2025-09-02 00:13:07,1756752187,15.27,82.64,18.56,41.12,64.36,28.04,93.63,19.98,99.25,13.46
2025-09-02 00:13:08,1756752188,11.98,92.83,43.99,59.52,82.66,63.62,17.29,43.38,34.77,91.68
2025-09-02 00:13:09,1756752189,64.28,40.44,86.84,13.92,56.15,56.33,77.07,69.95,91.68,51.74
2025-09-02 00:13:10,1756752190,47.08,29.62,95.24,81.77,23.44,62.4,10.34,65.03,83.88,72.98
2025-09-02 00:13:11,1756752191,72.37,70.97,27.64,88.69,80.41,52.23,99.1,83.55,54.76,53.99
2025-09-02 00:13:12,1756752192,45.17,91.62,16.69,35.58,23.98,10.38,39.35,48.96,83.65,51.71
2025-09-02 00:13:13,1756752193,11.19,23.58,57.37,33.82,33.55,23.94,96.96,23.63,43.25,87.26
2025-09-02 00:13:14,1756752194,85.95,70.02,35.62,45.84,97.61,80.41,94.41,68.85,15.63,93.53
2025-09-02 00:13:15,1756752195,33.11,73.54,49.7,42.29,40.75,24.68,60.02,57.45,21.6,92.81
2025-09-02 00:13:16,1756752196,53.09,40.81,47.18,58.83,60.58,50.77,79.1,96.05,51.56,83.63
2025-09-02 00:13:17,1756752197,59.15,59.84,71.0,33.5,67.87,87.83,64.19,12.2,47.43,69.95
2025-09-02 00:13:18,1756752198,22.07,81.32,70.39,44.13,15.87,69.85,28.33,85.14,79.76,70.69
2025-09-02 00:13:19,1756752199,10.15,99.31,46.41,42.99,33.31,38.0,50.62,29.94,74.54,22.68
2025-09-02 00:13:20,1756752200,95.43,38.82,26.51,94.26,85.48,14.96,63.07,85.2,22.82,43.07
2025-09-02 00:13:21,1756752201,69.59,23.28,83.42,18.66,66.45,91.93,93.93,49.2,31.08,12.55
2025-09-02 00:13:22,1756752202,76.82,67.02,84.11,48.3,33.33,79.64,11.81,55.9,67.69,84.26
2025-09-02 00:13:23,1756752203,94.48,75.88,88.92,66.35,71.71,46.13,41.25,38.04,20.55,27.42
2025-09-02 00:13:24,1756752204,97.32,75.58,64.65,67.81,46.46,99.62,75.45,73.66,61.3,37.38
2025-09-02 00:13:25,1756752205,85.71,32.62,87.7,65.3,91.3,53.67,58.31,25.38,51.62,68.05
2025-09-02 00:13:26,1756752206,50.43,44.45,58.45,50.2,33.28,58.92,19.37,96.22,52.1,36.98
2025-09-02 00:13:27,1756752207,64.65,81.23,75.33,77.76,26.57,97.99,95.4,42.06,82.3,51.27
2025-09-02 00:13:28,1756752208,75.98,30.85,47.34,89.03,79.76,78.2,69.09,76.18,27.01,72.82
2025-09-02 00:13:29,1756752209,48.68,13.25,57.44,68.96,95.78,68.32,94.73,73.72,31.21,60.67
2025-09-02 00:13:30,1756752210,14.92,27.94,89.97,50.12,97.39,70.63,65.48,63.83,94.96,20.41
2025-09-02 00:13:31,1756752211,33.41,80.29,52.02,44.85,59.75,74.39,37.51,41.4,77.59,87.75
2025-09-02 00:13:32,1756752212,64.09,66.39,70.37,73.76,58.09,76.59,65.73,23.28,73.14,86.97
2025-09-02 00:13:33,1756752213,33.5,11.27,82.13,91.55,34.67,77.97,78.9,23.64,21.97,36.85
2025-09-02 00:13:34,1756752214,89.22,46.67,56.26,15.49,47.99,98.74,62.75,33.43,12.92,27.91
2025-09-02 00:13:35,1756752215,10.44,98.69,96.33,92.31,66.06,97.37,37.51,29.84,77.57,69.36
2025-09-02 00:13:36,1756752216,43.09,91.3,67.41,47.08,43.65,65.31,54.74,33.88,48.52,20.55
2025-09-02 00:13:37,1756752217,85.71,90.24,85.0,95.28,17.24,12.5,56.47,97.89,33.8,61.3
2025-09-02 00:13:38,1756752218,61.85,90.92,81.0,28.14,81.71,64.35,88.06,88.71,91.04,30.03
2025-09-02 00:13:39,1756752219,51.87,20.24,72.1,54.69,80.62,79.87,16.86,54.76,25.04,32.95
2025-09-02 00:13:40,1756752220,99.13,65.35,39.66,16.16,90.76,50.67,42.34,31.03,42.3,29.95
2025-09-02 00:13:41,1756752221,81.12,95.18,90.73,38.63,27.51,35.43,49.98,11.6,73.84,71.88
2025-09-02 00:13:42,1756752222,55.64,48.41,11.23,14.58,28.75,72.19,94.18,89.23,81.14,17.98
2025-09-02 00:13:43,1756752223,37.55,76.12,20.93,30.34,66.36,10.79,63.06,95.27,77.75,87.29
2025-09-02 00:13:44,1756752224,66.56,41.95,73.13,62.4,96.0,41.66,53.63,13.19,15.66,53.75
2025-09-02 00:13:45,1756752225,26.86,80.24,29.67,83.93,41.32,49.92,25.26,10.38,94.63,68.42
2025-09-02 00:13:46,1756752226,35.11,15.99,87.98,75.36,11.2,39.6,59.74,25.34,19.91,60.92
2025-09-02 00:13:47,1756752227,12.82,10.45,29.86,84.52,92.77,64.55,75.05,50.36,32.3,94.6
2025-09-02 00:13:48,1756752228,74.54,87.33,50.84,44.97,35.96,80.88,36.15,14.0,91.02,30.75
2025-09-02 00:13:49,1756752229,42.98,67.46,20.42,21.88,24.57,51.86,31.58,20.23,34.39,32.81
2025-09-02 00:13:50,1756752230,79.32,46.03,60.73,79.29,37.39,53.36,28.59,83.28,94.92,63.84
2025-09-02 00:13:51,1756752231,40.25,56.48,91.94,31.71,87.95,76.89,81.85,82.35,93.33,39.14
2025-09-02 00:13:52,1756752232,66.38,83.99,12.34,42.33,17.57,58.26,79.18,16.21,72.06,14.02
2025-09-02 00:13:53,1756752233,78.57,89.14,30.39,21.93,27.93,69.46,89.58,78.26,21.59,72.9
2025-09-02 00:13:55,1756752235,27.2,86.52,42.06,76.89,91.64,40.69,53.0,16.74,86.39,78.1
2025-09-02 00:13:56,1756752236,57.18,59.26,90.41,92.4,98.85,24.52,28.0,72.39,38.44,90.08
2025-09-02 00:13:57,1756752237,60.14,67.14,79.96,35.57,15.14,79.47,63.15,97.8,97.26,16.36
2025-09-02 00:13:58,1756752238,95.29,68.87,80.92,58.57,93.18,50.16,65.0,94.56,78.68,84.32
2025-09-02 00:13:59,1756752239,72.82,46.88,17.82,72.95,73.53,43.36,51.6,39.98,71.23,26.81
2025-09-02 00:14:00,1756752240,42.15,54.79,44.92,24.09,26.48,65.66,68.5,73.55,59.01,22.59
2025-09-02 00:14:01,1756752241,61.8,94.03,87.26,22.41,88.9,44.88,56.02,46.52,48.59,10.67
2025-09-02 00:14:02,1756752242,91.57,52.54,38.33,70.37,60.37,71.55,86.73,96.86,88.59,31.16
2025-09-02 00:14:03,1756752243,24.41,44.28,46.66,52.04,51.22,45.78,82.59,54.14,38.01,11.47
2025-09-02 00:14:04,1756752244,62.57,11.99,93.06,56.7,52.52,26.42,94.17,64.23,45.53,60.95
2025-09-02 00:14:05,1756752245,87.39,38.42,57.81,16.22,25.4,10.41,82.5,84.77,70.59,47.66
2025-09-02 00:14:06,1756752246,25.61,93.95,88.75,63.22,14.44,13.46,59.07,92.18,27.43,86.11
2025-09-02 00:14:07,1756752247,29.14,58.88,67.49,91.89,13.4,57.48,91.03,16.84,60.98,32.38
2025-09-02 00:14:08,1756752248,24.01,39.33,70.34,81.68,39.5,80.64,17.53,91.41,48.32,97.78
2025-09-02 00:14:09,1756752249,10.11,40.29,11.27,12.28,68.4,85.79,15.58,65.04,19.29,36.26
2025-09-02 00:14:10,1756752250,34.16,72.17,77.39,77.52,72.89,20.38,84.53,11.58,76.92,79.45
2025-09-02 00:14:11,1756752251,92.54,76.14,12.29,88.1,34.75,22.08,85.45,61.54,90.25,83.25
2025-09-02 00:14:12,1756752252,16.64,15.36,70.18,71.59,34.92,36.85,67.78,95.89,37.12,36.51
2025-09-02 00:14:13,1756752253,56.03,98.27,81.61,67.1,20.46,43.45,75.52,14.51,66.23,33.2
2025-09-02 00:14:14,1756752254,77.74,28.29,39.83,18.01,92.13,71.83,41.61,93.89,43.05,86.02
2025-09-02 00:14:15,1756752255,44.98,58.36,87.5,36.1,97.24,32.59,71.0,80.61,95.25,81.58
2025-09-02 00:14:16,1756752256,92.64,26.94,75.78,15.08,73.48,31.03,55.65,89.55,50.79,90.54
2025-09-02 00:14:17,1756752257,56.31,94.67,29.85,16.63,77.29,57.63,46.8,98.73,79.46,29.24
2025-09-02 00:14:18,1756752258,35.48,68.51,18.45,84.17,14.4,76.83,13.03,69.46,68.27,49.97
2025-09-02 00:14:19,1756752259,58.9,64.38,38.88,95.93,52.82,87.4,17.16,69.01,80.45,44.98
2025-09-02 00:14:20,1756752260,40.95,40.17,62.76,90.26,31.52,74.46,71.66,88.17,41.78,26.17
2025-09-02 00:14:21,1756752261,68.22,16.75,42.38,69.78,20.53,63.79,75.66,74.11,11.42,99.07
2025-09-02 00:14:22,1756752262,46.69,47.36,94.95,43.02,47.93,32.86,36.52,85.46,90.99,80.47
2025-09-02 00:14:23,1756752263,58.23,48.44,87.51,62.68,85.28,34.92,25.43,11.71,86.3,53.7
2025-09-02 00:14:24,1756752264,71.7,11.05,90.73,63.75,24.69,16.53,20.85,52.96,26.77,83.88
2025-09-02 00:14:25,1756752265,77.88,74.05,78.92,66.06,55.81,10.61,60.55,95.47,74.29,89.09
2025-09-02 00:14:26,1756752266,28.13,77.48,27.1,97.14,20.23,57.33,50.85,49.16,78.63,74.03
2025-09-02 00:14:27,1756752267,87.23,60.64,77.79,68.98,70.42,53.88,71.09,99.1,49.2,63.09
2025-09-02 00:14:28,1756752268,80.01,66.98,94.82,91.44,62.09,15.36,54.91,19.26,66.95,29.4
2025-09-02 00:14:29,1756752269,93.63,46.81,51.51,62.03,31.85,13.25,76.91,40.86,44.88,38.18
2025-09-02 00:14:30,1756752270,87.34,20.63,65.69,80.85,61.97,53.2,14.79,44.2,37.91,98.98
2025-09-02 00:14:31,1756752271,74.15,94.56,92.59,21.41,95.26,48.88,81.09,73.12,27.68,48.57
2025-09-02 00:14:32,1756752272,16.87,64.08,46.22,52.13,55.8,62.38,52.98,69.14,73.21,92.7
2025-09-02 00:14:33,1756752273,59.71,91.75,44.58,51.26,40.26,86.79,19.54,15.03,51.22,62.97
2025-09-02 00:14:34,1756752274,74.58,32.57,73.76,24.75,74.2,86.09,26.15,39.19,24.13,93.42
2025-09-02 00:14:35,1756752275,55.08,92.78,33.7,44.83,28.14,38.59,36.31,75.73,74.15,41.35
2025-09-02 00:14:36,1756752276,90.37,85.67,36.12,95.8,23.86,72.62,35.11,35.16,17.97,27.49
2025-09-02 00:14:37,1756752277,64.37,35.32,25.47,90.66,14.96,89.31,24.83,19.97,13.03,79.18
2025-09-02 00:14:38,1756752278,59.77,51.78,60.14,40.23,67.06,90.93,11.65,71.22,29.32,51.31
2025-09-02 00:14:39,1756752279,51.31,16.84,66.03,54.01,52.77,84.34,44.81,36.2,20.25,29.37
2025-09-02 00:14:40,1756752280,64.67,14.07,18.2,86.6,93.26,88.01,18.51,55.88,20.17,40.92
2025-09-02 00:14:41,1756752281,12.6,27.4,15.43,14.45,27.19,46.37,84.58,45.09,87.54,67.13
2025-09-02 00:14:42,1756752282,95.58,59.51,90.97,15.71,90.06,12.47,75.34,98.83,23.31,23.62
2025-09-02 00:14:43,1756752283,29.15,57.71,66.55,64.43,98.59,83.64,18.48,75.73,26.38,75.24
2025-09-02 00:14:44,1756752284,44.77,24.19,65.87,34.56,13.94,37.18,42.9,69.39,32.8,41.39
2025-09-02 00:14:45,1756752285,19.6,34.31,51.07,85.44,82.96,23.05,69.99,77.86,90.95,52.37
2025-09-02 00:14:46,1756752286,44.64,44.37,86.8,51.68,70.46,49.89,99.67,68.22,47.54,50.37
2025-09-02 00:14:47,1756752287,45.34,37.53,90.84,89.66,35.19,97.12,39.72,79.44,64.14,86.38
2025-09-02 00:14:48,1756752288,64.47,50.58,59.92,14.86,37.52,36.82,32.03,10.43,15.99,54.39
2025-09-02 00:14:49,1756752289,69.24,40.7,84.65,39.04,67.39,43.84,95.17,60.92,88.9,78.55
2025-09-02 00:14:50,1756752290,76.58,22.4,62.26,40.04,39.75,26.49,40.59,76.1,56.04,28.58
2025-09-02 00:14:51,1756752291,97.95,79.99,92.63,58.08,62.52,96.74,76.19,73.5,33.56,22.95
2025-09-02 00:14:52,1756752292,75.45,79.26,61.56,97.31,78.73,49.63,34.3,99.14,60.2,78.04
2025-09-02 00:14:53,1756752293,52.51,20.34,32.06,64.9,54.63,97.2,37.11,45.9,63.84,53.51
2025-09-02 00:14:54,1756752294,18.57,47.1,29.04,34.28,40.28,18.21,21.5,31.12,45.62,96.15
2025-09-02 00:14:55,1756752295,35.37,68.97,90.1,14.52,57.89,20.88,39.1,37.13,81.34,33.23
2025-09-02 00:14:56,1756752296,46.75,40.57,14.59,27.01,64.04,11.42,65.71,46.83,12.77,80.99
2025-09-02 00:14:57,1756752297,66.37,69.6,50.97,76.01,74.99,44.82,49.46,80.09,51.12,18.19
2025-09-02 00:14:58,1756752298,87.31,94.51,18.84,20.09,52.4,53.63,87.96,98.73,73.35,87.55
2025-09-02 00:14:59,1756752299,29.51,59.66,15.03,65.02,80.59,66.25,45.53,28.41,50.13,63.03
2025-09-02 00:15:00,1756752300,84.1,96.91,17.63,27.59,42.15,60.42,22.42,14.73,24.74,34.84
2025-09-02 00:15:01,1756752301,32.98,64.53,33.96,99.73,93.62,26.88,13.38,78.22,88.17,59.5
2025-09-02 00:15:02,1756752302,97.48,22.46,85.69,34.58,90.86,73.37,10.1,48.5,82.99,50.27
2025-09-02 00:15:03,1756752303,50.39,81.33,71.85,43.63,23.14,15.46,51.7,78.92,23.69,94.74
2025-09-02 00:15:04,1756752304,59.11,41.26,29.2,33.85,17.47,86.59,10.77,65.05,33.96,92.93
2025-09-02 00:15:05,1756752305,68.31,80.05,22.69,84.84,68.37,51.74,73.65,23.66,94.98,99.95
2025-09-02 00:15:06,1756752306,24.79,38.28,13.34,40.83,60.33,93.21,13.52,90.88,39.85,54.13
2025-09-02 00:15:07,1756752307,24.51,55.79,84.06,74.73,38.28,61.11,34.21,62.96,15.3,88.12
2025-09-02 00:15:08,1756752308,83.36,15.47,71.05,52.0,50.59,75.29,33.61,31.84,98.29,43.89
2025-09-02 00:15:09,1756752309,35.89,74.03,44.06,18.67,49.22,80.04,93.12,73.02,40.68,49.75
2025-09-02 00:15:10,1756752310,46.75,12.04,60.85,71.31,99.22,48.41,32.75,50.21,28.23,35.3
2025-09-02 00:15:11,1756752311,12.28,65.86,60.67,28.94,70.6,94.3,54.69,64.7,47.92,65.44
2025-09-02 00:15:12,1756752312,17.34,37.56,84.65,53.2,92.25,38.69,11.0,66.32,57.47,92.55
2025-09-02 00:15:13,1756752313,57.45,33.24,78.42,19.01,30.0,47.01,83.13,59.45,76.39,62.2
2025-09-02 00:15:14,1756752314,60.02,92.45,91.61,78.2,30.99,73.45,60.54,38.47,27.09,28.33
2025-09-02 00:15:15,1756752315,59.1,19.2,43.83,98.27,64.31,57.82,70.93,87.64,81.14,52.06
2025-09-02 00:15:16,1756752316,70.03,93.63,68.58,21.83,31.83,11.05,86.5,42.86,10.91,21.92
2025-09-02 00:15:17,1756752317,97.52,12.28,49.48,67.94,40.29,39.02,10.61,58.16,71.88,15.07
2025-09-02 00:15:18,1756752318,34.61,26.93,27.0,35.54,39.92,21.08,83.02,26.28,45.3,58.53
2025-09-02 00:15:19,1756752319,32.01,73.77,55.37,53.15,65.59,15.94,43.54,92.4,80.75,20.98
2025-09-02 00:15:20,1756752320,31.46,75.74,76.89,99.69,50.05,11.14,36.16,41.98,53.71,49.16
2025-09-02 00:15:21,1756752321,72.05,75.11,53.87,37.29,79.34,76.8,51.26,75.87,15.04,64.92
2025-09-02 00:15:22,1756752322,19.81,40.08,68.56,53.03,57.36,19.78,32.22,72.9,44.4,50.52
2025-09-02 00:15:23,1756752323,38.15,55.98,70.47,61.08,70.93,26.29,64.36,88.94,19.79,79.14
2025-09-02 00:15:25,1756752325,23.02,81.65,58.64,39.23,79.42,58.15,70.47,18.65,13.6,62.24
2025-09-02 00:15:26,1756752326,17.96,63.26,64.63,33.28,57.87,78.5,29.51,88.42,40.58,67.02
2025-09-02 00:15:27,1756752327,31.61,27.16,93.16,95.07,64.82,29.63,92.91,95.27,94.77,82.21
2025-09-02 00:15:28,1756752328,21.7,53.11,23.23,63.03,40.35,14.28,88.69,62.02,62.75,38.58
2025-09-02 00:15:29,1756752329,95.81,84.45,89.08,48.31,46.66,11.88,41.83,46.81,29.18,87.3
2025-09-02 00:15:30,1756752330,59.76,66.26,15.03,93.07,26.31,58.09,56.16,25.65,97.83,21.99
2025-09-02 00:15:31,1756752331,78.45,36.4,50.99,86.67,86.07,39.87,64.34,37.09,23.0,98.36
2025-09-02 00:15:32,1756752332,52.78,10.22,59.34,11.11,80.73,89.63,91.01,90.4,63.22,16.56
2025-09-02 00:15:33,1756752333,35.19,56.68,66.01,77.32,18.84,40.99,23.52,70.37,49.53,50.83
2025-09-02 00:15:34,1756752334,11.99,65.45,66.55,54.48,24.09,68.67,86.8,97.91,91.98,37.45
2025-09-02 00:15:35,1756752335,97.46,23.09,22.54,49.26,37.74,27.93,73.66,53.07,15.1,32.12
2025-09-02 00:15:36,1756752336,99.57,70.27,75.24,91.69,84.48,83.95,54.03,64.38,35.71,88.51
2025-09-02 00:15:37,1756752337,96.99,79.4,14.83,21.31,11.72,76.04,68.23,17.82,97.32,72.92
2025-09-02 00:15:38,1756752338,63.35,18.08,82.25,44.72,96.83,10.87,86.43,48.58,91.27,66.21
2025-09-02 00:15:39,1756752339,54.64,87.78,97.83,98.5,31.26,53.11,26.19,93.38,73.62,51.35
2025-09-02 00:15:40,1756752340,45.11,48.23,43.59,23.29,28.68,76.77,52.47,96.69,20.58,45.38
2025-09-02 00:15:41,1756752341,25.29,28.1,61.67,14.96,47.73,22.79,52.02,68.84,83.06,36.14
2025-09-02 00:15:42,1756752342,70.57,58.7,27.06,32.87,70.43,18.52,78.71,78.76,21.7,16.31
2025-09-02 00:15:43,1756752343,74.21,47.11,88.94,74.88,61.02,68.8,92.3,17.57,70.2,84.71
2025-09-02 00:15:44,1756752344,41.56,61.21,80.61,23.24,73.16,65.91,21.72,10.89,40.97,67.27
2025-09-02 00:15:45,1756752345,58.15,25.16,71.93,78.22,12.35,56.83,41.41,25.99,62.06,53.56
2025-09-02 00:15:46,1756752346,76.93,88.9,73.5,13.26,52.82,80.71,13.89,66.81,71.38,32.63
2025-09-02 00:15:47,1756752347,40.1,49.5,12.3,22.58,99.06,16.44,14.0,68.86,50.36,35.31
2025-09-02 00:15:48,1756752348,77.4,32.26,47.79,57.71,69.52,32.61,48.36,36.11,61.64,41.93
2025-09-02 00:15:49,1756752349,76.69,22.37,11.29,86.47,23.31,37.93,12.98,57.93,97.19,41.55
2025-09-02 00:15:50,1756752350,14.27,22.3,59.36,85.12,30.18,39.49,52.76,83.4,19.29,35.69
2025-09-02 00:15:51,1756752351,46.25,67.39,67.8,77.24,81.77,35.97,44.12,22.5,17.49,96.26
2025-09-02 00:15:52,1756752352,85.77,87.55,99.57,32.24,36.78,74.17,59.34,28.7,30.5,30.27
2025-09-02 00:15:53,1756752353,40.41,19.85,99.42,86.57,31.38,96.17,84.22,14.18,81.06,30.83
2025-09-02 00:15:54,1756752354,31.64,50.36,87.33,63.58,33.42,99.66,95.9,80.08,21.81,30.3
2025-09-02 00:15:55,1756752355,94.58,33.84,12.95,66.14,51.43,25.89,66.79,49.53,17.16,23.07
2025-09-02 00:15:56,1756752356,97.25,56.69,53.76,55.82,52.29,28.99,77.81,79.49,17.4,56.15
2025-09-02 00:15:57,1756752357,46.31,27.62,61.99,73.42,75.11,31.88,23.67,37.12,36.73,94.79
2025-09-02 00:15:58,1756752358,14.5,43.59,65.68,56.38,52.21,55.61,55.76,14.79,79.28,82.41
2025-09-02 00:15:59,1756752359,77.38,12.4,84.95,86.32,85.56,86.2,36.26,75.13,17.08,80.57
2025-09-02 00:16:00,1756752360,46.11,74.26,79.72,19.94,95.55,53.45,58.33,88.68,34.57,97.79
2025-09-02 00:16:01,1756752361,97.44,86.15,62.43,27.7,40.23,97.23,36.9,49.66,19.56,43.35
2025-09-02 00:16:02,1756752362,56.05,43.71,35.58,54.76,83.86,45.59,79.96,46.01,89.68,43.52
2025-09-02 00:16:03,1756752363,22.08,60.36,37.52,37.77,32.09,95.26,62.67,54.68,99.76,93.18
2025-09-02 00:16:04,1756752364,66.05,92.27,86.27,13.73,58.16,32.01,58.25,14.65,33.35,39.85
2025-09-02 00:16:05,1756752365,46.44,58.04,18.65,99.07,22.62,85.6,44.35,95.46,76.69,66.26
2025-09-02 00:16:06,1756752366,10.02,55.45,13.65,47.24,67.26,94.85,81.77,10.84,74.26,92.63
